episode,reward,drop_rate,avg_lat,avg_eng,avg_loss,epsilon,buffer_size,action_0,action_1,action_2,action_3
276,-91.9959,0.02,0.3209,1.9096,0.648185,0.01,50000,0.525,0.27,0.2,0.005
277,-79.1085,0.01,0.3049,1.9398,0.647916,0.01,50000,0.6,0.265,0.135,0.0
278,-87.8901,0.015,0.321,1.997,0.647343,0.01,50000,0.545,0.29,0.16,0.005
279,-71.3536,0.005,0.3148,1.9549,0.646863,0.01,50000,0.56,0.24,0.2,0.0
280,-70.8347,0.005,0.3071,1.9669,0.646684,0.01,50000,0.6,0.23,0.17,0.0
281,-77.8334,0.01,0.3113,1.888,0.646455,0.01,50000,0.57,0.265,0.16,0.005
282,-70.5005,0.005,0.317,1.9752,0.646293,0.01,50000,0.565,0.265,0.17,0.0
283,-78.2224,0.01,0.3184,1.9975,0.64561,0.01,50000,0.575,0.27,0.15,0.005
284,-77.2958,0.01,0.315,1.9031,0.645235,0.01,50000,0.545,0.25,0.2,0.005
285,-80.4243,0.01,0.3094,1.9115,0.644808,0.01,50000,0.58,0.26,0.16,0.0
286,-74.0477,0.005,0.315,1.9815,0.644236,0.01,50000,0.58,0.25,0.17,0.0
287,-80.8274,0.01,0.3057,1.9186,0.644041,0.01,50000,0.585,0.225,0.185,0.005
288,-82.9794,0.015,0.3265,1.9017,0.643836,0.01,50000,0.5,0.275,0.215,0.01
289,-91.5476,0.015,0.3199,1.9373,0.643348,0.01,50000,0.535,0.245,0.21,0.01
290,-80.0961,0.01,0.3072,1.9061,0.643099,0.01,50000,0.58,0.235,0.18,0.005
291,-79.2808,0.015,0.3111,1.8962,0.642698,0.01,50000,0.555,0.265,0.18,0.0
292,-70.4377,0.005,0.3219,1.8865,0.642389,0.01,50000,0.545,0.275,0.175,0.005
293,-70.5397,0.005,0.3233,1.9329,0.641996,0.01,50000,0.525,0.265,0.21,0.0
294,-67.0236,0.005,0.3196,1.9444,0.641681,0.01,50000,0.545,0.27,0.185,0.0
295,-69.9905,0.005,0.3031,1.9039,0.641341,0.01,50000,0.595,0.235,0.17,0.0
296,-82.1049,0.01,0.3075,1.9459,0.640735,0.01,50000,0.595,0.23,0.17,0.005
297,-70.289,0.005,0.3167,1.9467,0.640173,0.01,50000,0.55,0.24,0.21,0.0
298,-73.0293,0.005,0.3158,1.8594,0.639694,0.01,50000,0.535,0.275,0.19,0.0
299,-73.3046,0.005,0.3174,1.8808,0.639268,0.01,50000,0.545,0.285,0.17,0.0
300,-77.4467,0.01,0.3131,1.9533,0.639025,0.01,50000,0.57,0.23,0.195,0.005
301,-81.0699,0.015,0.2917,1.8553,0.638699,0.01,50000,0.6,0.205,0.19,0.005
302,-74.0462,0.005,0.3099,1.9463,0.638548,0.01,50000,0.58,0.22,0.2,0.0
303,-88.6981,0.015,0.317,1.9012,0.638781,0.01,50000,0.55,0.29,0.155,0.005
304,-76.0392,0.005,0.3043,1.9104,0.638639,0.01,50000,0.62,0.21,0.165,0.005
305,-71.0691,0.005,0.3156,1.9461,0.638196,0.01,50000,0.57,0.255,0.175,0.0
306,-81.7376,0.01,0.3148,1.9541,0.637905,0.01,50000,0.555,0.245,0.195,0.005
307,-76.8418,0.01,0.3127,1.931,0.637659,0.01,50000,0.54,0.205,0.25,0.005
308,-71.6878,0.005,0.3088,1.9812,0.637403,0.01,50000,0.58,0.205,0.215,0.0
309,-90.1132,0.015,0.3097,1.8336,0.636995,0.01,50000,0.555,0.265,0.175,0.005
310,-81.0278,0.01,0.3061,1.9161,0.636491,0.01,50000,0.58,0.225,0.19,0.005
311,-73.8207,0.005,0.3116,1.8653,0.636244,0.01,50000,0.55,0.265,0.185,0.0
312,-75.0958,0.01,0.3147,1.9283,0.63616,0.01,50000,0.535,0.21,0.255,0.0
313,-75.6427,0.005,0.3258,1.8982,0.636268,0.01,50000,0.515,0.25,0.23,0.005
314,-72.0519,0.005,0.3136,1.9629,0.636027,0.01,50000,0.57,0.24,0.19,0.0
315,-82.8788,0.01,0.3253,1.9972,0.635839,0.01,50000,0.495,0.23,0.275,0.0
316,-78.1918,0.015,0.328,1.9441,0.635506,0.01,50000,0.515,0.295,0.19,0.0
317,-83.8926,0.01,0.3179,1.8893,0.634885,0.01,50000,0.52,0.25,0.225,0.005
318,-72.7763,0.005,0.3178,1.9468,0.634407,0.01,50000,0.555,0.255,0.19,0.0
319,-81.59,0.01,0.3241,1.9842,0.634087,0.01,50000,0.535,0.265,0.195,0.005
320,-75.9677,0.005,0.3225,1.9924,0.633861,0.01,50000,0.55,0.225,0.22,0.005
321,-70.4484,0.005,0.315,1.8642,0.633548,0.01,50000,0.535,0.22,0.24,0.005
322,-72.8286,0.005,0.3237,1.9284,0.633133,0.01,50000,0.545,0.27,0.18,0.005
323,-77.4312,0.01,0.3153,1.9708,0.632576,0.01,50000,0.565,0.25,0.185,0.0
324,-82.8446,0.01,0.3206,1.9729,0.632203,0.01,50000,0.54,0.24,0.215,0.005
325,-82.2689,0.015,0.3118,1.9488,0.63192,0.01,50000,0.55,0.23,0.215,0.005
326,-77.314,0.005,0.3066,1.94,0.631515,0.01,50000,0.605,0.25,0.145,0.0
327,-99.3685,0.02,0.305,1.9702,0.631385,0.01,50000,0.6,0.225,0.165,0.01
328,-87.2344,0.015,0.3357,1.9815,0.631275,0.01,50000,0.51,0.315,0.165,0.01
329,-83.6649,0.01,0.3126,1.9518,0.630879,0.01,50000,0.57,0.235,0.19,0.005
330,-91.415,0.015,0.3046,1.9347,0.630415,0.01,50000,0.59,0.2,0.205,0.005
331,-83.1173,0.01,0.3148,1.944,0.629973,0.01,50000,0.54,0.21,0.245,0.005
332,-104.1144,0.025,0.3252,1.8961,0.629699,0.01,50000,0.5,0.265,0.235,0.0
333,-86.4518,0.01,0.3139,1.9252,0.629348,0.01,50000,0.55,0.24,0.205,0.005
334,-70.7373,0.005,0.3031,1.974,0.629158,0.01,50000,0.605,0.21,0.185,0.0
335,-93.6764,0.015,0.3287,1.9427,0.628882,0.01,50000,0.485,0.275,0.24,0.0
336,-81.6303,0.01,0.3183,1.9272,0.628629,0.01,50000,0.555,0.275,0.165,0.005
337,-77.1902,0.01,0.3144,1.956,0.628126,0.01,50000,0.555,0.25,0.195,0.0
338,-75.5348,0.005,0.3205,1.9429,0.627528,0.01,50000,0.54,0.255,0.205,0.0
339,-82.3666,0.01,0.3237,1.9804,0.627067,0.01,50000,0.545,0.29,0.165,0.0
340,-70.3593,0.005,0.3183,1.9592,0.626612,0.01,50000,0.555,0.255,0.19,0.0
341,-74.4679,0.005,0.3284,1.9124,0.626224,0.01,50000,0.51,0.31,0.18,0.0
342,-70.5853,0.005,0.3142,1.9196,0.625919,0.01,50000,0.555,0.25,0.195,0.0
343,-73.9957,0.005,0.3157,1.9283,0.625602,0.01,50000,0.56,0.255,0.185,0.0
344,-70.8452,0.005,0.3075,1.8654,0.625373,0.01,50000,0.55,0.23,0.22,0.0
345,-74.3432,0.005,0.313,1.9164,0.624994,0.01,50000,0.555,0.25,0.195,0.0
346,-73.0705,0.01,0.3101,1.8995,0.624698,0.01,50000,0.545,0.25,0.205,0.0
347,-76.2158,0.01,0.332,1.8988,0.624572,0.01,50000,0.48,0.3,0.22,0.0
348,-78.514,0.01,0.3126,1.8755,0.624396,0.01,50000,0.55,0.255,0.19,0.005
349,-78.0038,0.01,0.32,1.9937,0.623879,0.01,50000,0.555,0.255,0.185,0.005
350,-75.6286,0.005,0.3212,1.913,0.623593,0.01,50000,0.515,0.245,0.24,0.0
351,-72.2157,0.005,0.3227,1.9913,0.623397,0.01,50000,0.54,0.255,0.205,0.0
352,-74.2023,0.005,0.3005,1.9144,0.623188,0.01,50000,0.605,0.205,0.19,0.0
353,-77.3829,0.01,0.3043,1.9219,0.623134,0.01,50000,0.595,0.225,0.175,0.005
354,-77.7195,0.01,0.3047,1.9425,0.622822,0.01,50000,0.58,0.2,0.215,0.005
355,-75.1147,0.005,0.3233,1.9456,0.622419,0.01,50000,0.545,0.29,0.165,0.0
356,-75.9611,0.01,0.308,1.9121,0.622043,0.01,50000,0.565,0.245,0.19,0.0
357,-77.1727,0.01,0.3105,1.9497,0.621842,0.01,50000,0.55,0.21,0.24,0.0
358,-75.8259,0.005,0.3143,1.9328,0.621512,0.01,50000,0.555,0.245,0.2,0.0
359,-73.7026,0.005,0.3185,1.9645,0.62115,0.01,50000,0.57,0.24,0.185,0.005
360,-74.1089,0.005,0.3195,1.9889,0.620899,0.01,50000,0.555,0.25,0.195,0.0
361,-84.2451,0.015,0.3418,1.9996,0.620555,0.01,50000,0.47,0.295,0.23,0.005
362,-89.5079,0.015,0.3204,1.912,0.620203,0.01,50000,0.52,0.255,0.215,0.01
363,-73.6151,0.005,0.3221,1.9051,0.619983,0.01,50000,0.53,0.295,0.175,0.0
364,-76.6519,0.01,0.3109,1.8687,0.619606,0.01,50000,0.57,0.245,0.18,0.005
365,-74.2062,0.005,0.3206,1.9455,0.619292,0.01,50000,0.53,0.255,0.215,0.0
366,-81.7379,0.01,0.3189,1.98,0.618961,0.01,50000,0.56,0.25,0.185,0.005
367,-74.3538,0.005,0.33,1.9908,0.618572,0.01,50000,0.515,0.275,0.21,0.0
368,-97.7868,0.02,0.3307,1.9309,0.618356,0.01,50000,0.49,0.27,0.23,0.01
369,-78.7386,0.005,0.3315,1.9875,0.618035,0.01,50000,0.51,0.22,0.265,0.005
370,-79.4083,0.01,0.3167,1.9831,0.617714,0.01,50000,0.56,0.23,0.205,0.005
371,-74.5768,0.005,0.2948,1.9403,0.617381,0.01,50000,0.635,0.2,0.165,0.0
372,-73.0019,0.005,0.3109,1.9227,0.617035,0.01,50000,0.57,0.245,0.185,0.0
373,-78.8959,0.01,0.3077,1.9002,0.616713,0.01,50000,0.57,0.235,0.19,0.005
374,-80.64,0.01,0.3204,1.9521,0.616597,0.01,50000,0.525,0.265,0.21,0.0
375,-83.7034,0.01,0.3322,1.9466,0.616476,0.01,50000,0.5,0.295,0.2,0.005
376,-87.4021,0.015,0.3331,1.9657,0.616364,0.01,50000,0.5,0.26,0.23,0.01
377,-70.794,0.005,0.3021,1.831,0.616069,0.01,50000,0.57,0.23,0.2,0.0
378,-73.2422,0.005,0.3236,1.9652,0.615882,0.01,50000,0.54,0.26,0.2,0.0
379,-90.8088,0.015,0.3313,1.9621,0.61557,0.01,50000,0.505,0.28,0.205,0.01
380,-83.3897,0.01,0.3221,1.9608,0.615498,0.01,50000,0.535,0.255,0.21,0.0
381,-71.5181,0.005,0.3038,1.8795,0.615305,0.01,50000,0.58,0.23,0.19,0.0
382,-70.7361,0.005,0.3198,1.9505,0.615071,0.01,50000,0.555,0.27,0.175,0.0
383,-70.2922,0.005,0.298,1.9657,0.61485,0.01,50000,0.62,0.185,0.195,0.0
384,-83.4718,0.01,0.3166,1.9135,0.614812,0.01,50000,0.55,0.215,0.23,0.005
385,-73.3824,0.005,0.3184,1.9447,0.614529,0.01,50000,0.545,0.24,0.215,0.0
386,-78.6171,0.01,0.3128,1.918,0.61403,0.01,50000,0.555,0.23,0.21,0.005
387,-72.9608,0.005,0.3222,1.9464,0.61387,0.01,50000,0.535,0.265,0.2,0.0
388,-77.3731,0.005,0.3135,1.953,0.613795,0.01,50000,0.575,0.25,0.175,0.0
389,-73.7083,0.005,0.3294,1.9244,0.613371,0.01,50000,0.495,0.285,0.22,0.0
390,-87.8403,0.015,0.311,1.9187,0.612923,0.01,50000,0.565,0.23,0.195,0.01
391,-73.7375,0.005,0.3062,1.9405,0.612688,0.01,50000,0.59,0.225,0.185,0.0
392,-73.2912,0.005,0.3093,1.8659,0.612614,0.01,50000,0.56,0.24,0.2,0.0
393,-78.4191,0.005,0.3079,1.9204,0.612485,0.01,50000,0.57,0.22,0.21,0.0
394,-84.9742,0.01,0.3122,1.9333,0.61242,0.01,50000,0.575,0.215,0.205,0.005
395,-71.3301,0.005,0.3106,1.9585,0.612099,0.01,50000,0.575,0.22,0.205,0.0
396,-90.3167,0.02,0.3059,1.8964,0.612019,0.01,50000,0.56,0.22,0.21,0.01
397,-74.5625,0.005,0.328,1.9294,0.611679,0.01,50000,0.515,0.29,0.195,0.0
398,-85.2712,0.015,0.3157,1.979,0.611516,0.01,50000,0.55,0.23,0.22,0.0
399,-75.714,0.01,0.3272,2.0185,0.6116,0.01,50000,0.52,0.23,0.245,0.005
400,-73.5937,0.005,0.3233,1.9499,0.611369,0.01,50000,0.52,0.245,0.235,0.0
401,-82.0978,0.01,0.3416,1.9295,0.611001,0.01,50000,0.465,0.33,0.205,0.0
402,-75.583,0.005,0.3244,1.9532,0.610839,0.01,50000,0.54,0.29,0.17,0.0
403,-74.3296,0.005,0.315,2.0062,0.610657,0.01,50000,0.575,0.23,0.195,0.0
404,-75.531,0.005,0.337,1.9441,0.610232,0.01,50000,0.49,0.275,0.23,0.005
405,-75.1522,0.005,0.3208,1.9664,0.609808,0.01,50000,0.54,0.265,0.195,0.0
406,-70.8292,0.005,0.3161,1.9149,0.609787,0.01,50000,0.545,0.255,0.2,0.0
407,-86.445,0.015,0.3044,1.9277,0.609643,0.01,50000,0.6,0.25,0.14,0.01
408,-101.3413,0.02,0.3111,1.9545,0.609408,0.01,50000,0.585,0.265,0.135,0.015
409,-75.6686,0.005,0.3363,1.957,0.609287,0.01,50000,0.48,0.295,0.225,0.0
410,-71.8228,0.005,0.3265,1.9251,0.609101,0.01,50000,0.54,0.275,0.18,0.005
411,-69.2206,0.005,0.3248,2.0473,0.608655,0.01,50000,0.56,0.255,0.185,0.0
412,-76.2506,0.01,0.3207,1.9117,0.608379,0.01,50000,0.51,0.265,0.225,0.0
413,-71.2156,0.005,0.3131,1.9472,0.608095,0.01,50000,0.57,0.235,0.195,0.0
414,-76.2583,0.005,0.307,1.9601,0.607979,0.01,50000,0.595,0.23,0.175,0.0
415,-87.2605,0.015,0.3258,1.9483,0.607581,0.01,50000,0.515,0.255,0.225,0.005
416,-87.5884,0.015,0.3154,1.9203,0.607369,0.01,50000,0.55,0.25,0.195,0.005
417,-73.8579,0.005,0.3264,1.9549,0.607136,0.01,50000,0.54,0.3,0.16,0.0
418,-70.2894,0.005,0.3109,1.9127,0.606911,0.01,50000,0.565,0.25,0.185,0.0
419,-78.225,0.005,0.3093,1.9046,0.606707,0.01,50000,0.585,0.21,0.2,0.005
420,-94.7063,0.02,0.3045,2.0058,0.606578,0.01,50000,0.615,0.225,0.16,0.0
421,-76.8574,0.005,0.3146,1.9504,0.606458,0.01,50000,0.56,0.245,0.195,0.0
422,-76.9406,0.005,0.2988,1.9766,0.606348,0.01,50000,0.635,0.205,0.16,0.0
423,-72.5629,0.005,0.3113,1.9131,0.606099,0.01,50000,0.56,0.24,0.2,0.0
424,-73.1899,0.005,0.2934,1.8749,0.605938,0.01,50000,0.63,0.235,0.135,0.0
425,-79.7166,0.01,0.3081,1.8979,0.605608,0.01,50000,0.58,0.26,0.155,0.005
426,-73.2923,0.005,0.3206,1.9479,0.605386,0.01,50000,0.53,0.25,0.22,0.0
427,-79.1816,0.005,0.3248,1.9895,0.60525,0.01,50000,0.58,0.28,0.135,0.005
428,-69.0446,0.005,0.3026,1.9278,0.604954,0.01,50000,0.595,0.22,0.185,0.0
429,-77.4258,0.01,0.3132,1.9264,0.604675,0.01,50000,0.56,0.245,0.19,0.005
430,-79.964,0.01,0.3105,1.9544,0.604397,0.01,50000,0.58,0.235,0.18,0.005
431,-74.7109,0.01,0.3233,1.9538,0.604071,0.01,50000,0.53,0.3,0.17,0.0
432,-74.0696,0.005,0.3258,1.9331,0.603702,0.01,50000,0.525,0.285,0.19,0.0
433,-74.3595,0.005,0.3272,1.8946,0.603457,0.01,50000,0.5,0.29,0.21,0.0
434,-90.0443,0.02,0.3235,1.9333,0.603302,0.01,50000,0.525,0.265,0.21,0.0
435,-87.1928,0.015,0.3221,1.9036,0.603091,0.01,50000,0.505,0.245,0.245,0.005
436,-87.7069,0.01,0.3326,1.947,0.602913,0.01,50000,0.53,0.31,0.15,0.01
437,-70.3535,0.005,0.3114,1.962,0.602759,0.01,50000,0.58,0.245,0.175,0.0
438,-70.5023,0.005,0.3176,1.8907,0.602605,0.01,50000,0.545,0.29,0.165,0.0
439,-78.5836,0.01,0.3174,1.894,0.602402,0.01,50000,0.52,0.235,0.245,0.0
440,-76.5964,0.01,0.3184,1.9292,0.602253,0.01,50000,0.55,0.27,0.175,0.005
441,-81.1456,0.01,0.3085,1.9681,0.60205,0.01,50000,0.595,0.235,0.17,0.0
442,-87.0587,0.015,0.3214,1.9101,0.601887,0.01,50000,0.555,0.275,0.16,0.01
443,-70.7801,0.005,0.3211,1.9462,0.601682,0.01,50000,0.535,0.25,0.215,0.0
444,-74.9625,0.005,0.318,1.952,0.601576,0.01,50000,0.565,0.285,0.15,0.0
445,-96.4938,0.02,0.3179,1.9856,0.601354,0.01,50000,0.575,0.26,0.15,0.015
446,-77.528,0.005,0.3079,1.9618,0.600992,0.01,50000,0.575,0.2,0.225,0.0
447,-100.1194,0.02,0.3321,1.9907,0.60075,0.01,50000,0.52,0.29,0.185,0.005
448,-81.8648,0.01,0.3004,1.9378,0.600678,0.01,50000,0.605,0.215,0.18,0.0
449,-89.1141,0.015,0.3055,1.9665,0.600644,0.01,50000,0.585,0.225,0.185,0.005
450,-138.1892,0.04,0.3344,1.916,0.600451,0.01,50000,0.5,0.335,0.13,0.035
451,-82.4088,0.01,0.3159,1.8887,0.600122,0.01,50000,0.555,0.275,0.165,0.005
452,-88.752,0.015,0.3136,1.9462,0.600032,0.01,50000,0.56,0.235,0.2,0.005
453,-85.834,0.015,0.3192,1.9925,0.599946,0.01,50000,0.535,0.25,0.21,0.005
454,-83.0728,0.01,0.3261,1.9144,0.599924,0.01,50000,0.5,0.27,0.225,0.005
455,-75.8783,0.005,0.3278,1.9772,0.599669,0.01,50000,0.51,0.255,0.235,0.0
456,-74.8933,0.005,0.3294,1.941,0.599399,0.01,50000,0.535,0.29,0.17,0.005
457,-76.7041,0.01,0.3213,1.9771,0.599098,0.01,50000,0.545,0.26,0.19,0.005
458,-73.5588,0.005,0.316,1.881,0.598875,0.01,50000,0.55,0.28,0.17,0.0
459,-72.1734,0.005,0.3236,1.9102,0.59857,0.01,50000,0.525,0.29,0.185,0.0
460,-72.8469,0.005,0.3318,1.9189,0.598338,0.01,50000,0.485,0.29,0.225,0.0
461,-83.1381,0.01,0.3123,1.9571,0.598262,0.01,50000,0.57,0.235,0.19,0.005
462,-81.9495,0.015,0.3155,1.9609,0.597762,0.01,50000,0.54,0.25,0.21,0.0
463,-79.5927,0.01,0.3235,1.9146,0.597646,0.01,50000,0.52,0.275,0.2,0.005
464,-83.4942,0.015,0.3187,1.9132,0.597493,0.01,50000,0.525,0.235,0.23,0.01
465,-76.1157,0.01,0.3325,1.8775,0.597177,0.01,50000,0.495,0.285,0.215,0.005
466,-77.8475,0.01,0.3256,1.9576,0.596909,0.01,50000,0.52,0.21,0.265,0.005
467,-79.8615,0.01,0.3186,1.9323,0.596605,0.01,50000,0.545,0.275,0.18,0.0
468,-92.2538,0.02,0.3232,1.9813,0.596306,0.01,50000,0.545,0.285,0.17,0.0
469,-80.7522,0.01,0.3222,1.9321,0.596228,0.01,50000,0.54,0.295,0.16,0.005
470,-82.9784,0.01,0.3408,1.9664,0.596208,0.01,50000,0.47,0.3,0.225,0.005
471,-67.3436,0.005,0.3241,1.919,0.596137,0.01,50000,0.525,0.285,0.19,0.0
472,-74.2499,0.005,0.3376,1.9525,0.596051,0.01,50000,0.475,0.3,0.225,0.0
473,-82.779,0.01,0.3136,1.9652,0.595898,0.01,50000,0.58,0.27,0.15,0.0
474,-75.5616,0.005,0.3158,1.9883,0.595754,0.01,50000,0.55,0.21,0.24,0.0
475,-71.653,0.005,0.3195,1.9194,0.595639,0.01,50000,0.545,0.28,0.175,0.0
476,-84.448,0.015,0.3232,1.9219,0.595494,0.01,50000,0.505,0.26,0.23,0.005
477,-73.8741,0.005,0.3212,1.9462,0.595227,0.01,50000,0.53,0.26,0.21,0.0
478,-83.5849,0.015,0.3211,1.9043,0.595023,0.01,50000,0.545,0.24,0.205,0.01
479,-76.8059,0.005,0.3127,1.9371,0.594916,0.01,50000,0.57,0.27,0.16,0.0
480,-70.3395,0.005,0.3354,1.9461,0.594881,0.01,50000,0.495,0.305,0.2,0.0
481,-72.0379,0.01,0.3143,1.8858,0.594728,0.01,50000,0.52,0.26,0.22,0.0
482,-82.8734,0.01,0.3326,1.9368,0.59457,0.01,50000,0.495,0.315,0.185,0.005
483,-73.6071,0.005,0.3001,1.9081,0.594416,0.01,50000,0.61,0.22,0.17,0.0
484,-73.0047,0.005,0.3118,1.9005,0.594253,0.01,50000,0.555,0.24,0.205,0.0
485,-72.6426,0.005,0.3212,1.9687,0.594069,0.01,50000,0.525,0.23,0.245,0.0
486,-83.8671,0.01,0.3275,1.9961,0.593895,0.01,50000,0.535,0.295,0.165,0.005
487,-72.2302,0.005,0.3236,1.9546,0.593702,0.01,50000,0.515,0.24,0.245,0.0
488,-70.4062,0.005,0.3336,1.9381,0.593403,0.01,50000,0.475,0.275,0.25,0.0
489,-78.6088,0.01,0.3104,1.9097,0.593204,0.01,50000,0.54,0.235,0.225,0.0
490,-89.5223,0.015,0.3102,1.9048,0.593105,0.01,50000,0.545,0.245,0.21,0.0
491,-71.2186,0.005,0.3298,1.904,0.592868,0.01,50000,0.475,0.26,0.265,0.0
492,-114.9511,0.035,0.329,1.9161,0.592708,0.01,50000,0.51,0.32,0.145,0.025
493,-78.2165,0.01,0.3261,1.9576,0.592635,0.01,50000,0.52,0.275,0.205,0.0
494,-79.6746,0.01,0.3168,1.9669,0.592515,0.01,50000,0.555,0.255,0.185,0.005
495,-73.1732,0.005,0.3204,1.9218,0.592419,0.01,50000,0.53,0.26,0.21,0.0
496,-90.7791,0.02,0.3171,1.9145,0.592282,0.01,50000,0.545,0.305,0.15,0.0
497,-82.9273,0.01,0.3205,1.9259,0.592066,0.01,50000,0.525,0.255,0.215,0.005
498,-78.8221,0.005,0.3247,1.9114,0.591828,0.01,50000,0.545,0.28,0.17,0.005
499,-93.0946,0.02,0.323,1.9506,0.591625,0.01,50000,0.52,0.24,0.24,0.0
500,-72.5839,0.005,0.3338,1.9458,0.591429,0.01,50000,0.49,0.29,0.22,0.0
