episode,reward,drop_rate,avg_lat,avg_eng,avg_loss,epsilon,buffer_size,action_0,action_1,action_2,action_3
273,-92.4889,0.015,0.3057,1.8107,0.293757,0.01,50000,0.32,0.22,0.155,0.165
274,-95.3928,0.02,0.3105,1.8048,0.293536,0.01,50000,0.23,0.3,0.14,0.18
275,-80.5341,0.01,0.2951,1.8038,0.293179,0.01,50000,0.305,0.265,0.14,0.165
276,-90.7152,0.015,0.289,1.8135,0.292924,0.01,50000,0.3,0.3,0.135,0.145
277,-86.9487,0.01,0.2798,1.8458,0.29275,0.01,50000,0.29,0.36,0.09,0.135
278,-94.9416,0.02,0.2955,1.8681,0.29255,0.01,50000,0.295,0.31,0.12,0.18
279,-76.6921,0.005,0.2867,1.8421,0.292341,0.01,50000,0.39,0.245,0.125,0.155
280,-74.2119,0.005,0.2773,1.8738,0.292083,0.01,50000,0.32,0.345,0.115,0.145
281,-82.8731,0.01,0.282,1.818,0.29181,0.01,50000,0.255,0.365,0.12,0.115
282,-86.9403,0.01,0.3084,1.909,0.291578,0.01,50000,0.28,0.285,0.125,0.235
283,-77.6081,0.005,0.3015,1.862,0.291322,0.01,50000,0.265,0.345,0.125,0.21
284,-84.1763,0.01,0.2898,1.7926,0.291178,0.01,50000,0.315,0.29,0.11,0.175
285,-81.0068,0.01,0.3212,1.7546,0.290876,0.01,50000,0.27,0.24,0.14,0.21
286,-84.2481,0.01,0.312,1.9165,0.2907,0.01,50000,0.39,0.145,0.13,0.175
287,-82.6423,0.01,0.3019,1.848,0.290451,0.01,50000,0.33,0.235,0.175,0.145
288,-91.5079,0.015,0.3187,1.8429,0.29023,0.01,50000,0.255,0.225,0.145,0.215
289,-94.7587,0.015,0.2896,1.85,0.289983,0.01,50000,0.275,0.325,0.125,0.15
290,-103.5038,0.02,0.3018,1.7964,0.289863,0.01,50000,0.375,0.185,0.175,0.185
291,-111.0617,0.03,0.2935,1.779,0.289706,0.01,50000,0.325,0.25,0.105,0.22
292,-83.7142,0.01,0.2882,1.7943,0.289515,0.01,50000,0.31,0.305,0.145,0.155
293,-92.8649,0.015,0.3003,1.8198,0.289292,0.01,50000,0.3,0.28,0.105,0.22
294,-79.0375,0.005,0.2738,1.8405,0.289094,0.01,50000,0.385,0.285,0.095,0.165
295,-86.9197,0.01,0.2747,1.7804,0.288814,0.01,50000,0.44,0.215,0.135,0.155
296,-78.7485,0.005,0.2618,1.8331,0.28856,0.01,50000,0.5,0.215,0.135,0.105
297,-76.4509,0.005,0.2546,1.8478,0.288352,0.01,50000,0.33,0.415,0.08,0.13
298,-80.7713,0.01,0.3074,1.7629,0.288303,0.01,50000,0.29,0.235,0.145,0.2
299,-79.137,0.005,0.2954,1.7852,0.288152,0.01,50000,0.305,0.285,0.125,0.2
300,-86.4604,0.01,0.2915,1.8891,0.287965,0.01,50000,0.395,0.25,0.125,0.16
301,-77.1894,0.005,0.2732,1.7523,0.28787,0.01,50000,0.395,0.26,0.115,0.18
302,-98.1233,0.02,0.305,1.8746,0.28765,0.01,50000,0.345,0.215,0.13,0.23
303,-92.7619,0.015,0.2914,1.836,0.287438,0.01,50000,0.355,0.255,0.125,0.19
304,-89.1864,0.015,0.2854,1.8062,0.287174,0.01,50000,0.305,0.325,0.115,0.185
305,-81.8348,0.01,0.2994,1.8598,0.286922,0.01,50000,0.315,0.28,0.1,0.22
306,-82.7465,0.01,0.279,1.8967,0.286791,0.01,50000,0.265,0.37,0.155,0.135
307,-80.654,0.005,0.2816,1.8473,0.286672,0.01,50000,0.41,0.22,0.075,0.195
308,-85.9293,0.005,0.2925,1.8716,0.286532,0.01,50000,0.355,0.27,0.13,0.2
309,-81.1851,0.005,0.2639,1.7566,0.286304,0.01,50000,0.305,0.39,0.07,0.19
310,-85.6326,0.01,0.2649,1.8242,0.285981,0.01,50000,0.43,0.265,0.11,0.105
311,-77.1953,0.005,0.2681,1.7831,0.285773,0.01,50000,0.45,0.22,0.135,0.14
312,-87.3354,0.01,0.2624,1.8364,0.28557,0.01,50000,0.31,0.405,0.09,0.12
313,-79.4833,0.005,0.2631,1.8199,0.285491,0.01,50000,0.45,0.25,0.1,0.155
314,-97.0491,0.015,0.2918,1.8469,0.285311,0.01,50000,0.33,0.275,0.15,0.155
315,-88.4565,0.015,0.2697,1.9034,0.285185,0.01,50000,0.345,0.35,0.09,0.16
316,-86.1459,0.015,0.2654,1.9059,0.28499,0.01,50000,0.505,0.205,0.115,0.125
317,-87.5648,0.01,0.263,1.8373,0.284801,0.01,50000,0.4,0.3,0.12,0.145
318,-87.3464,0.015,0.2743,1.8627,0.284579,0.01,50000,0.365,0.295,0.115,0.13
319,-83.7448,0.005,0.2624,1.8796,0.284335,0.01,50000,0.595,0.13,0.105,0.11
320,-80.4512,0.005,0.2877,1.9064,0.284177,0.01,50000,0.31,0.34,0.135,0.16
321,-71.7999,0.0,0.2455,1.8316,0.284031,0.01,50000,0.36,0.39,0.11,0.12
322,-84.3248,0.01,0.2788,1.8283,0.283829,0.01,50000,0.41,0.245,0.12,0.175
323,-101.6575,0.02,0.3074,1.8145,0.283514,0.01,50000,0.355,0.175,0.125,0.155
324,-98.2207,0.015,0.2993,1.8585,0.283306,0.01,50000,0.325,0.265,0.115,0.19
325,-68.6971,0.0,0.2656,1.8835,0.283126,0.01,50000,0.38,0.34,0.085,0.155
326,-80.3376,0.01,0.2959,1.824,0.282988,0.01,50000,0.305,0.295,0.13,0.18
327,-78.213,0.005,0.3148,1.8738,0.28282,0.01,50000,0.29,0.26,0.17,0.195
328,-77.2389,0.005,0.3015,1.8464,0.282617,0.01,50000,0.3,0.295,0.135,0.2
329,-93.3546,0.015,0.3157,1.8535,0.282376,0.01,50000,0.345,0.175,0.215,0.17
330,-77.6384,0.005,0.29,1.8359,0.282195,0.01,50000,0.335,0.28,0.155,0.145
331,-85.0158,0.01,0.2937,1.839,0.281972,0.01,50000,0.365,0.24,0.15,0.15
332,-86.5291,0.01,0.3035,1.8516,0.281765,0.01,50000,0.395,0.15,0.17,0.155
333,-114.6144,0.03,0.2978,1.7681,0.281552,0.01,50000,0.35,0.21,0.145,0.155
334,-87.6541,0.01,0.3178,1.8145,0.281345,0.01,50000,0.295,0.22,0.18,0.175
335,-90.3366,0.01,0.3254,1.8233,0.281169,0.01,50000,0.165,0.33,0.225,0.22
336,-85.4034,0.01,0.3119,1.7928,0.28093,0.01,50000,0.31,0.225,0.205,0.18
337,-86.4787,0.01,0.2802,1.8476,0.280749,0.01,50000,0.3,0.355,0.125,0.165
338,-74.5835,0.005,0.2887,1.8555,0.280562,0.01,50000,0.385,0.23,0.125,0.17
339,-78.1164,0.005,0.2963,1.8621,0.280321,0.01,50000,0.41,0.185,0.125,0.18
340,-79.7513,0.005,0.2887,1.8418,0.280139,0.01,50000,0.335,0.3,0.12,0.17
341,-87.8499,0.01,0.3196,1.8094,0.279867,0.01,50000,0.175,0.325,0.225,0.15
342,-81.3766,0.005,0.2853,1.7974,0.279698,0.01,50000,0.385,0.245,0.13,0.15
343,-80.6546,0.005,0.2947,1.8502,0.279547,0.01,50000,0.37,0.23,0.165,0.16
344,-92.7857,0.015,0.2699,1.773,0.279406,0.01,50000,0.43,0.22,0.14,0.13
345,-80.2325,0.005,0.2839,1.7877,0.279179,0.01,50000,0.405,0.23,0.11,0.165
346,-77.0359,0.005,0.28,1.7903,0.278992,0.01,50000,0.38,0.255,0.115,0.175
347,-76.7633,0.005,0.2784,1.8504,0.278698,0.01,50000,0.38,0.25,0.11,0.15
348,-93.1087,0.015,0.3089,1.7729,0.278459,0.01,50000,0.28,0.275,0.21,0.14
349,-85.6725,0.01,0.3028,1.8767,0.2783,0.01,50000,0.38,0.205,0.17,0.145
350,-73.5961,0.005,0.2759,1.7848,0.278179,0.01,50000,0.365,0.29,0.115,0.165
351,-75.8726,0.005,0.2839,1.9228,0.278086,0.01,50000,0.38,0.26,0.11,0.155
352,-74.2712,0.005,0.291,1.8297,0.277948,0.01,50000,0.33,0.275,0.12,0.195
353,-104.5887,0.03,0.2865,1.7699,0.277703,0.01,50000,0.29,0.31,0.115,0.145
354,-82.9089,0.01,0.2805,1.8992,0.27747,0.01,50000,0.35,0.295,0.145,0.18
355,-79.7919,0.005,0.2905,1.8098,0.277211,0.01,50000,0.44,0.18,0.145,0.175
356,-79.7497,0.005,0.2986,1.8476,0.277005,0.01,50000,0.38,0.205,0.155,0.2
357,-110.7839,0.025,0.3058,1.7968,0.276838,0.01,50000,0.28,0.235,0.11,0.14
358,-77.3817,0.005,0.2911,1.8408,0.27675,0.01,50000,0.285,0.305,0.125,0.16
359,-76.7036,0.005,0.2859,1.8663,0.276578,0.01,50000,0.36,0.28,0.11,0.195
360,-74.0802,0.005,0.2641,1.9442,0.276473,0.01,50000,0.405,0.31,0.095,0.125
361,-102.7844,0.025,0.3145,1.9243,0.276336,0.01,50000,0.24,0.28,0.175,0.125
362,-80.8184,0.005,0.3042,1.7939,0.276193,0.01,50000,0.27,0.285,0.17,0.195
363,-83.0984,0.01,0.2812,1.8255,0.276032,0.01,50000,0.3,0.335,0.11,0.155
364,-83.4892,0.01,0.2594,1.7637,0.275936,0.01,50000,0.335,0.345,0.12,0.12
365,-73.6828,0.005,0.2601,1.8423,0.275819,0.01,50000,0.295,0.42,0.11,0.105
366,-81.8153,0.005,0.3314,1.876,0.275589,0.01,50000,0.155,0.335,0.245,0.155
367,-80.1225,0.005,0.3063,1.8782,0.275419,0.01,50000,0.295,0.275,0.195,0.16
368,-85.535,0.01,0.2995,1.8239,0.275323,0.01,50000,0.345,0.235,0.17,0.17
369,-87.506,0.01,0.3012,1.8972,0.275171,0.01,50000,0.415,0.165,0.15,0.18
370,-80.6716,0.01,0.3043,1.9192,0.275004,0.01,50000,0.26,0.32,0.18,0.17
371,-107.7841,0.025,0.3006,1.7925,0.274792,0.01,50000,0.38,0.17,0.13,0.155
372,-87.7116,0.01,0.3059,1.8478,0.274638,0.01,50000,0.265,0.29,0.145,0.2
373,-98.3641,0.02,0.2939,1.7965,0.274449,0.01,50000,0.38,0.185,0.11,0.2
374,-78.7599,0.005,0.2781,1.8756,0.274201,0.01,50000,0.46,0.215,0.115,0.155
375,-82.1443,0.005,0.2879,1.871,0.274081,0.01,50000,0.34,0.315,0.115,0.175
376,-85.8921,0.01,0.3228,1.8976,0.273893,0.01,50000,0.28,0.24,0.19,0.205
377,-86.0302,0.015,0.2621,1.7554,0.273763,0.01,50000,0.35,0.31,0.12,0.14
378,-83.4016,0.01,0.301,1.8201,0.273567,0.01,50000,0.295,0.295,0.165,0.15
379,-79.2335,0.005,0.3269,1.8604,0.273367,0.01,50000,0.205,0.285,0.225,0.175
380,-78.6765,0.005,0.2878,1.8335,0.273219,0.01,50000,0.38,0.255,0.12,0.19
381,-97.5765,0.02,0.3061,1.7564,0.273072,0.01,50000,0.265,0.23,0.155,0.155
382,-82.8927,0.01,0.2937,1.8624,0.272969,0.01,50000,0.305,0.295,0.12,0.16
383,-86.0429,0.015,0.2897,1.8412,0.272894,0.01,50000,0.235,0.385,0.15,0.16
384,-84.2944,0.01,0.287,1.8709,0.272734,0.01,50000,0.31,0.315,0.15,0.145
385,-82.6521,0.01,0.2982,1.8742,0.272584,0.01,50000,0.315,0.28,0.155,0.165
386,-83.4471,0.01,0.2855,1.823,0.272463,0.01,50000,0.345,0.295,0.16,0.13
387,-103.9125,0.02,0.2815,1.8774,0.272293,0.01,50000,0.29,0.37,0.12,0.16
388,-82.5692,0.01,0.3049,1.861,0.272045,0.01,50000,0.31,0.255,0.185,0.175
389,-77.6839,0.005,0.2799,1.8676,0.271896,0.01,50000,0.37,0.285,0.11,0.17
390,-98.8601,0.02,0.3282,1.8099,0.271703,0.01,50000,0.29,0.18,0.195,0.185
391,-78.1371,0.005,0.3108,1.8301,0.271525,0.01,50000,0.375,0.175,0.17,0.19
392,-85.4405,0.01,0.2976,1.7085,0.271381,0.01,50000,0.36,0.22,0.14,0.155
393,-76.5832,0.005,0.2626,1.791,0.271312,0.01,50000,0.34,0.365,0.135,0.105
394,-84.993,0.01,0.2796,1.8508,0.271219,0.01,50000,0.36,0.29,0.135,0.12
395,-83.4495,0.01,0.2988,1.8241,0.271043,0.01,50000,0.395,0.185,0.185,0.15
396,-75.0768,0.005,0.3014,1.7915,0.27091,0.01,50000,0.345,0.205,0.175,0.145
397,-74.8991,0.005,0.279,1.8748,0.270829,0.01,50000,0.33,0.31,0.135,0.125
398,-79.4598,0.005,0.2913,1.9208,0.270629,0.01,50000,0.32,0.3,0.12,0.2
399,-71.8452,0.0,0.2705,1.958,0.270454,0.01,50000,0.44,0.275,0.085,0.16
400,-82.1595,0.01,0.2749,1.89,0.270286,0.01,50000,0.38,0.285,0.115,0.15
401,-114.5443,0.025,0.325,1.7833,0.270142,0.01,50000,0.215,0.25,0.18,0.175
402,-78.9333,0.005,0.266,1.8669,0.269992,0.01,50000,0.3,0.405,0.075,0.15
403,-86.4263,0.01,0.3164,1.8686,0.269823,0.01,50000,0.305,0.245,0.135,0.19
404,-82.7305,0.005,0.3115,1.8535,0.269636,0.01,50000,0.315,0.21,0.185,0.18
405,-90.9302,0.015,0.2944,1.8493,0.269457,0.01,50000,0.335,0.245,0.14,0.17
406,-84.1927,0.01,0.296,1.8336,0.269324,0.01,50000,0.39,0.195,0.155,0.16
407,-87.4373,0.01,0.3084,1.8293,0.269168,0.01,50000,0.33,0.2,0.165,0.155
408,-98.2386,0.02,0.3224,1.8733,0.269022,0.01,50000,0.29,0.215,0.165,0.235
409,-107.1872,0.025,0.3024,1.8274,0.268883,0.01,50000,0.31,0.25,0.165,0.155
410,-87.2492,0.015,0.2919,1.795,0.268692,0.01,50000,0.315,0.285,0.105,0.185
411,-77.8633,0.005,0.3115,1.9525,0.268466,0.01,50000,0.285,0.295,0.12,0.215
412,-76.5402,0.005,0.2706,1.8105,0.268211,0.01,50000,0.345,0.32,0.11,0.14
413,-89.6001,0.015,0.3002,1.8281,0.268039,0.01,50000,0.29,0.29,0.135,0.185
414,-79.6792,0.01,0.2732,1.8807,0.267891,0.01,50000,0.36,0.32,0.1,0.14
415,-90.2609,0.005,0.348,1.8981,0.267729,0.01,50000,0.245,0.17,0.14,0.33
416,-222.6486,0.075,0.4559,1.7817,0.267606,0.01,50000,0.005,0.025,0.16,0.635
417,-78.172,0.005,0.3098,1.8507,0.267452,0.01,50000,0.265,0.3,0.21,0.15
418,-88.0047,0.01,0.315,1.8027,0.267268,0.01,50000,0.205,0.295,0.175,0.195
419,-83.7071,0.005,0.3136,1.7845,0.267156,0.01,50000,0.315,0.225,0.2,0.19
420,-92.1429,0.015,0.2814,1.9166,0.26704,0.01,50000,0.39,0.28,0.06,0.18
421,-82.5558,0.01,0.2915,1.8903,0.26688,0.01,50000,0.31,0.3,0.12,0.165
422,-90.8324,0.015,0.3106,1.8531,0.266694,0.01,50000,0.31,0.235,0.16,0.195
423,-83.3012,0.01,0.295,1.8314,0.266569,0.01,50000,0.415,0.175,0.12,0.14
424,-73.6355,0.005,0.2531,1.7467,0.2664,0.01,50000,0.39,0.335,0.095,0.135
425,-89.935,0.01,0.304,1.8233,0.266286,0.01,50000,0.365,0.19,0.155,0.18
426,-106.7675,0.015,0.2902,1.871,0.26614,0.01,50000,0.495,0.1,0.085,0.17
427,-99.3498,0.02,0.3097,1.8485,0.26607,0.01,50000,0.305,0.245,0.17,0.165
428,-82.4279,0.005,0.2894,1.8617,0.265965,0.01,50000,0.425,0.22,0.135,0.135
429,-89.852,0.01,0.3337,1.8285,0.265807,0.01,50000,0.17,0.28,0.165,0.275
430,-112.0136,0.025,0.3415,1.7391,0.265651,0.01,50000,0.17,0.25,0.205,0.215
431,-94.849,0.01,0.3645,1.84,0.265468,0.01,50000,0.145,0.19,0.195,0.265
432,-85.7202,0.015,0.3043,1.8368,0.265331,0.01,50000,0.295,0.25,0.15,0.175
433,-78.3311,0.005,0.3076,1.8015,0.265217,0.01,50000,0.245,0.27,0.165,0.17
434,-87.461,0.015,0.2846,1.8725,0.265054,0.01,50000,0.345,0.29,0.125,0.15
435,-90.6899,0.015,0.313,1.8252,0.264909,0.01,50000,0.335,0.185,0.135,0.19
436,-86.4485,0.01,0.3162,1.8772,0.264758,0.01,50000,0.24,0.28,0.13,0.22
437,-81.3622,0.01,0.2764,1.8437,0.264585,0.01,50000,0.305,0.365,0.095,0.155
438,-93.3489,0.01,0.3434,1.7311,0.26443,0.01,50000,0.205,0.2,0.195,0.25
439,-93.931,0.015,0.318,1.7638,0.264305,0.01,50000,0.245,0.245,0.18,0.185
440,-94.203,0.015,0.3263,1.7666,0.264114,0.01,50000,0.265,0.215,0.155,0.24
441,-85.6608,0.015,0.2962,1.8342,0.263961,0.01,50000,0.31,0.275,0.15,0.15
442,-84.9728,0.01,0.3277,1.7869,0.263851,0.01,50000,0.305,0.185,0.18,0.185
443,-83.8059,0.01,0.3029,1.8266,0.263724,0.01,50000,0.315,0.265,0.175,0.16
444,-77.3441,0.005,0.2692,1.8356,0.26352,0.01,50000,0.495,0.2,0.16,0.095
445,-87.3775,0.015,0.3137,1.8914,0.263312,0.01,50000,0.265,0.285,0.125,0.205
446,-82.7565,0.01,0.3027,1.8615,0.263136,0.01,50000,0.27,0.3,0.14,0.18
447,-113.5021,0.035,0.2904,1.8871,0.263052,0.01,50000,0.36,0.25,0.15,0.145
448,-79.1464,0.01,0.2877,1.8552,0.26296,0.01,50000,0.31,0.31,0.14,0.14
449,-111.0263,0.03,0.3083,1.7995,0.262839,0.01,50000,0.295,0.23,0.16,0.17
450,-87.7601,0.015,0.2803,1.8643,0.262764,0.01,50000,0.42,0.22,0.11,0.14
451,-89.7216,0.015,0.3225,1.791,0.262641,0.01,50000,0.25,0.22,0.2,0.205
452,-85.6787,0.01,0.304,1.8616,0.262512,0.01,50000,0.39,0.165,0.16,0.165
453,-100.8022,0.02,0.3372,1.8791,0.262382,0.01,50000,0.17,0.275,0.165,0.235
454,-88.7139,0.015,0.3055,1.7923,0.262258,0.01,50000,0.3,0.245,0.18,0.16
455,-83.4931,0.01,0.2987,1.8907,0.262159,0.01,50000,0.215,0.375,0.12,0.18
456,-90.6518,0.015,0.2963,1.8302,0.262061,0.01,50000,0.27,0.32,0.12,0.185
457,-82.7667,0.01,0.2887,1.8917,0.261935,0.01,50000,0.38,0.255,0.12,0.125
458,-84.8518,0.01,0.276,1.7826,0.261754,0.01,50000,0.49,0.17,0.125,0.135
459,-104.7897,0.025,0.3184,1.7845,0.261629,0.01,50000,0.375,0.105,0.175,0.165
460,-92.7486,0.015,0.3077,1.8009,0.261439,0.01,50000,0.285,0.265,0.18,0.185
461,-80.6172,0.01,0.3118,1.8335,0.261279,0.01,50000,0.27,0.25,0.195,0.175
462,-87.6319,0.005,0.2873,1.889,0.261223,0.01,50000,0.265,0.39,0.045,0.26
463,-93.8084,0.005,0.3089,1.8691,0.261081,0.01,50000,0.13,0.44,0.05,0.33
464,-94.4893,0.01,0.2922,1.8065,0.260942,0.01,50000,0.2,0.41,0.085,0.15
465,-91.1715,0.01,0.3122,1.8331,0.260802,0.01,50000,0.28,0.245,0.2,0.17
466,-94.602,0.015,0.2767,1.8894,0.260668,0.01,50000,0.36,0.29,0.13,0.155
467,-97.2685,0.015,0.31,1.8085,0.260534,0.01,50000,0.375,0.15,0.155,0.21
468,-104.0802,0.02,0.3296,1.868,0.260439,0.01,50000,0.33,0.15,0.175,0.16
469,-85.1414,0.01,0.3042,1.8601,0.260384,0.01,50000,0.25,0.31,0.175,0.155
470,-105.4581,0.015,0.3467,1.8676,0.260251,0.01,50000,0.28,0.115,0.17,0.255
471,-137.3141,0.04,0.3543,1.7816,0.260131,0.01,50000,0.21,0.15,0.175,0.26
472,-84.3235,0.01,0.2751,1.8797,0.260002,0.01,50000,0.425,0.24,0.115,0.15
473,-88.2516,0.01,0.2919,1.8946,0.259924,0.01,50000,0.28,0.325,0.15,0.165
474,-79.4923,0.005,0.2961,1.8939,0.259786,0.01,50000,0.375,0.225,0.14,0.185
475,-81.7219,0.01,0.2672,1.8601,0.259703,0.01,50000,0.43,0.255,0.12,0.12
476,-80.2423,0.01,0.3049,1.8283,0.2596,0.01,50000,0.315,0.245,0.15,0.2
477,-73.4639,0.0,0.2983,1.8327,0.259479,0.01,50000,0.375,0.23,0.165,0.18
478,-77.09,0.005,0.2657,1.8582,0.25935,0.01,50000,0.385,0.305,0.12,0.125
479,-89.0404,0.015,0.294,1.8285,0.259282,0.01,50000,0.385,0.215,0.135,0.195
480,-95.5525,0.015,0.2799,1.832,0.259179,0.01,50000,0.435,0.21,0.115,0.115
481,-89.2848,0.015,0.2961,1.8146,0.258989,0.01,50000,0.325,0.25,0.105,0.22
482,-90.8886,0.015,0.2973,1.8904,0.258815,0.01,50000,0.33,0.255,0.16,0.19
483,-76.9574,0.005,0.2979,1.8412,0.258705,0.01,50000,0.335,0.25,0.175,0.175
484,-77.1414,0.005,0.2681,1.8043,0.258625,0.01,50000,0.39,0.3,0.14,0.105
485,-87.2583,0.01,0.287,1.9084,0.258522,0.01,50000,0.375,0.265,0.115,0.175
486,-87.2765,0.01,0.2925,1.8625,0.258394,0.01,50000,0.43,0.19,0.115,0.175
487,-81.8406,0.005,0.2885,1.8647,0.258312,0.01,50000,0.395,0.25,0.125,0.14
488,-90.3156,0.015,0.3004,1.8296,0.258199,0.01,50000,0.29,0.28,0.2,0.145
489,-89.1931,0.015,0.3051,1.7736,0.258089,0.01,50000,0.305,0.225,0.17,0.165
490,-86.9691,0.01,0.286,1.8241,0.257989,0.01,50000,0.25,0.355,0.145,0.145
491,-82.9946,0.01,0.2669,1.7755,0.257882,0.01,50000,0.345,0.33,0.12,0.155
492,-88.966,0.015,0.2746,1.8332,0.257766,0.01,50000,0.36,0.3,0.115,0.14
493,-86.9435,0.015,0.2903,1.8584,0.257624,0.01,50000,0.345,0.28,0.135,0.155
494,-81.2187,0.005,0.289,1.8763,0.257518,0.01,50000,0.395,0.23,0.185,0.16
495,-90.8927,0.015,0.2923,1.7867,0.257387,0.01,50000,0.34,0.25,0.11,0.17
496,-88.8145,0.015,0.3019,1.7967,0.257259,0.01,50000,0.26,0.31,0.155,0.19
497,-88.8691,0.015,0.2797,1.8312,0.257114,0.01,50000,0.44,0.205,0.12,0.14
498,-92.1251,0.015,0.3207,1.7855,0.25694,0.01,50000,0.305,0.205,0.185,0.195
499,-98.3023,0.02,0.2706,1.9014,0.256778,0.01,50000,0.47,0.205,0.125,0.155
500,-101.7209,0.01,0.3812,1.806,0.256712,0.01,50000,0.135,0.165,0.235,0.31
